Fuel Type Code,Access Days Time,Latitude,Longitude,Owner Type Code,Access Code,Access Detail Code,Facility Type,,,,
4,"8am-4:30pm M-F, 8am-12pm Sat",38.370905,-85.982061,1,2,,9,,,,
4,"10am-6pm M-F, 10am-5pm Sat",42.212961,-83.224188,1,2,,9,,,,
4,"8am-5pm M-F, 8am-12pm Sat",43.6636158,-83.9491356,1,2,,9,,,,
4,7am-5pm M-F,43.612859,-84.786743,1,2,,9,,,,
4,8am-5pm M-F,43.40755,-84.914344,1,2,,9,,,,
4,"8am-5pm M-F, 8am-12pm Sat",42.08426579,-86.10764249,1,2,CALL,9,,,,
4,7:30am-4:30pm M-F,43.209511,-85.552336,1,2,CALL,9,,,,
4,8am-5pm daily,42.18877,-93.600452,1,2,,11,,,,
4,"7am-5:30pm M-F, 7am-12pm Sat",43.184578,-95.854432,1,2,,11,,,,
4,"7:30am-6:30pm M-F, 7:30am-4:30pm Sat",41.016931,-95.233166,1,2,,11,,,,
4,"8am-4:30pm M-Th, 8am-3:30pm F",43.037844,-89.300987,1,2,CALL,9,,,,
4,8am-4:30pm M-F,43.079008,-89.309455,1,2,,9,,,,
4,"8am-4:30pm M-F, 8am-12pm Sat",43.951709,-89.818179,1,2,,9,,,,
4,8am-5pm daily,43.45333162,-88.8059429,1,2,CALL,11,,,,
4,8am-4:30pm M-F,44.991768,-92.546966,1,2,CALL,9,,,,
4,8am-5pm M-F; call station to make an appointment,45.32144921,-92.6848172,1,2,CALL,9,,,,
4,7:30am-4:30pm M-F,45.154349,-89.148964,1,2,CALL,9,,,,
4,8am-5pm M-F,44.655065,-90.184604,1,2,CALL,9,,,,
4,7:30am-4:30pm M-F,45.633577,-89.416625,1,2,,9,,,,
4,5:30am-9pm M-F,46.578846,-90.906851,1,2,CALL,9,,,,
4,8am-5pm M-F,45.511284,-91.740166,1,2,,11,,,,
4,7am-4pm M-F,45.026438,-93.283182,1,2,,9,,,,
4,"6am-6pm M-F, 6am-1pm Sat",45.590137,-95.917661,1,2,,11,,,,
5,,33.452605,-112.059251,3,1,,10,,,,
5,,33.49325,-112.068342,3,1,,10,,,,
5,,33.756042,-112.125773,3,1,,2,,,,
5,,33.41654,-112.12122,3,1,,2,,,,
5,,33.393581,-112.247634,3,1,,2,,,,
5,,38.911108,-76.985066,3,1,GOVERNMENT,2,,,,
5,,38.945917,-77.004232,3,1,GOVERNMENT,2,,,,
5,DC fleet use only,38.934851,-77.074856,3,1,GOVERNMENT,2,,,,
5,DC fleet use only,38.917787,-77.037656,3,1,GOVERNMENT,2,,,,
5,DC fleet use only,38.891929,-76.942599,3,1,GOVERNMENT,2,,,,
5,24 hours daily; contact station to arrange for card key; Also accepts HFN proprietary cards,19.63804,-125.045044,1,2,KEY_ALWAYS,9,,,,
5,24 hours daily; contact station to arrange for card key; Also accepts Bourne's Energy card required,44.547411,-72.616259,1,2,KEY_ALWAYS,1,,,,
5,,33.189225,-112.66623,3,1,,2,,,,
5,,33.370335,-112.141271,3,1,,11,,,,
5,,33.625467,-112.104087,3,1,,11,,,,
5,,33.678378,-112.04365,3,1,,2,,,,
5,,33.473206,-112.095653,3,1,,11,,,,
5,,33.452263,-112.078614,3,1,,10,,,,
5,,33.479339,-112.111419,3,1,,10,,,,
5,,33.458145,-112.022735,3,1,,10,,,,
5,,33.498466,-112.012995,3,1,,10,,,,
5,,33.479493,-111.978751,3,1,,10,,,,
5,,33.463957,-112.127562,3,1,,10,,,,
5,,33.506337,-112.151947,3,1,,10,,,,
5,,33.431642,-112.051593,3,1,,10,,,,
5,,33.516159,-112.048338,3,1,,10,,,,
5,,33.51043,-112.10784,3,1,,10,,,,
5,,33.538818,-112.083446,3,1,,10,,,,
5,,33.436215,-112.117672,3,1,,10,,,,
5,,33.399569,-112.070603,3,1,,10,,,,
5,,33.405913,-112.013164,3,1,,10,,,,
5,,33.477084,-112.152082,3,1,,10,,,,
